id,name_ja,name_en,category_en,fling_power,effect_en
1784,ハネッコのはっぱ,hoppip-leaf,tm-materials,,
1785,ヒマナッツのはっぱ,sunkern-leaf,tm-materials,,
1786,ヤミカラスのおたから,murkrow-bauble,tm-materials,,
1787,ムウマのなみだ,misdreavus-tears,tm-materials,,
1788,キリンリキのけ,girafarig-fur,tm-materials,,
1789,クヌギダマのから,pineco-husk,tm-materials,,
1790,ノコッチのウロコ,dunsparce-scales,tm-materials,,
1791,ハリーセンのトゲ,qwilfish-spines,tm-materials,,
1792,ヘラクロスのツメ,heracross-claw,tm-materials,,
1793,ニューラのツメ,sneasel-claw,tm-materials,,
1794,ヒメグマのツメ,teddiursa-claw,tm-materials,,
1795,デリバードのにもつ,delibird-parcel,tm-materials,,
1796,デルビルのキバ,houndour-fang,tm-materials,,
1797,ゴマゾウのツメ,phanpy-nail,tm-materials,,
1798,オドシシのけ,stantler-hair,tm-materials,,
1799,ヨーギラスのツメ,larvitar-claw,tm-materials,,
1800,キャモメのはね,wingull-feather,tm-materials,,
1801,ラルトスのおとしもの,ralts-dust,tm-materials,,
1802,アメタマのミツ,surskit-syrup,tm-materials,,
1803,キノココのほうし,shroomish-spores,tm-materials,,
1804,ナマケロのけ,slakoth-fur,tm-materials,,
1805,マクノシタのあせ,makuhita-sweat,tm-materials,,
1806,ルリリのけ,azurill-fur,tm-materials,,
1807,ヤミラミのほうせき,sableye-gem,tm-materials,,
1808,アサナンのあせ,meditite-sweat,tm-materials,,
1809,ゴクリンのねんえき,gulpin-mucus,tm-materials,,
1810,ドンメルのようがん,numel-lava,tm-materials,,
1811,コータスのせきたん,torkoal-coal,tm-materials,,
1812,バネブーのしんじゅ,spoink-pearl,tm-materials,,
1813,サボネアのトゲ,cacnea-needle,tm-materials,,
1814,チルットのはね,swablu-fluff,tm-materials,,
1815,ザングースのツメ,zangoose-claw,tm-materials,,
1816,ハブネークのキバ,seviper-fang,tm-materials,,
1817,ドジョッチのねんえき,barboach-slime,tm-materials,,
1818,カゲボウズのきれはし,shuppet-scrap,tm-materials,,
1819,トロピウスのはっぱ,tropius-leaf,tm-materials,,
1820,ユキワラシのけ,snorunt-fur,tm-materials,,
1821,ラブカスのウロコ,luvdisc-scales,tm-materials,,
1822,タツベイのウロコ,bagon-scales,tm-materials,,
1823,ムックルのはね,starly-feather,tm-materials,,
1824,コロボーシのぬけがら,kricketot-shell,tm-materials,,
1825,コリンクのキバ,shinx-fang,tm-materials,,
1826,ミツハニーのミツ,combee-honey,tm-materials,,
1827,パチリスのけ,pachirisu-fur,tm-materials,,
1828,ブイゼルのけ,buizel-fur,tm-materials,,
1829,カラナクシのねんえき,shellos-mucus,tm-materials,,
1830,フワンテのガス,drifloon-gas,tm-materials,,
1831,スカンプーのけ,stunky-fur,tm-materials,,
1832,ドーミラーのかけら,bronzor-fragment,tm-materials,,
1833,ウソハチのなみだ,bonsly-tears,tm-materials,,
1834,ピンプクのおとしもの,happiny-dust,tm-materials,,
1835,ミカルゲのかけら,spiritomb-fragment,tm-materials,,
1836,フカマルのウロコ,gible-scales,tm-materials,,
1837,リオルのけ,riolu-fur,tm-materials,,
1838,ヒポポタスのすな,hippopotas-sand,tm-materials,,
1839,グレッグルのどくそ,croagunk-poison,tm-materials,,
1840,ケイコウオのウロコ,finneon-scales,tm-materials,,
1841,ユキカブリのみ,snover-berries,tm-materials,,
1842,ロトムのでんき,rotom-sparks,tm-materials,,
1843,チュリネのはっぱ,petilil-leaf,tm-materials,,
1844,バスラオのキバ,basculin-fang,tm-materials,,
1845,メグロコのツメ,sandile-claw,tm-materials,,
1846,ゾロアのけ,zorua-fur,tm-materials,,
1847,ゴチムのまつげ,gothita-eyelash,tm-materials,,
1848,シキジカのけ,deerling-hair,tm-materials,,
1849,タマゲタケのほうし,foongus-spores,tm-materials,,
1850,ママンボウのねんえき,alomomola-mucus,tm-materials,,
1851,シビシラスのねんえき,tynamo-slime,tm-materials,,
1852,キバゴのウロコ,axew-scales,tm-materials,,
1853,クマシュンのけ,cubchoo-fur,tm-materials,,
1854,フリージオのこおり,cryogonal-ice,tm-materials,,
1855,コマタナのやいば,pawniard-blade,tm-materials,,
1856,ワシボンのはね,rufflet-feather,tm-materials,,
1857,モノズのウロコ,deino-scales,tm-materials,,
1858,メラルバのけ,larvesta-fuzz,tm-materials,,
1859,ヤヤコマのはね,fletchling-feather,tm-materials,,
1860,コフキムシのこな,scatterbug-powder,tm-materials,,
1861,シシコのたてがみ,litleo-tuft,tm-materials,,
1862,フラベベのかふん,flabebe-pollen,tm-materials,,
1863,メェークルのはっぱ,skiddo-leaf,tm-materials,,
1864,クズモーのもくず,skrelp-kelp,tm-materials,,
1865,ウデッポウのハサミ,clauncher-claw,tm-materials,,
1866,ルチャブルのうもう,hawlucha-down,tm-materials,,
1867,デデンネのけ,dedenne-fur,tm-materials,,
1868,ヌメラのねんえき,goomy-goo,tm-materials,,
1869,クレッフィのかぎ,klefki-key,tm-materials,,
1870,カチコールのこおり,bergmite-ice,tm-materials,,
1871,オンバットのけ,noibat-fur,tm-materials,,
1872,ヤングースのけ,yungoos-fur,tm-materials,,
1873,マケンカニのから,crabrawler-shell,tm-materials,,
1874,オドリドリのはね,oricorio-feather,tm-materials,,
1875,イワンコのいわ,rockruff-rock,tm-materials,,
1876,ヒドイデのトゲ,mareanie-spike,tm-materials,,
1877,ドロバンコのどろ,mudbray-mud,tm-materials,,
1878,カリキリのはっぱ,fomantis-leaf,tm-materials,,
1879,ヤトウモリのガス,salandit-gas,tm-materials,,
1880,アマカジのあせ,bounsweet-sweat,tm-materials,,
1881,ヤレユータンのけ,oranguru-fur,tm-materials,,
1882,ナゲツケサルのけ,passimian-fur,tm-materials,,
1883,スナバァのすな,sandygast-sand,tm-materials,,
1884,ネッコアラのツメ,komala-claw,tm-materials,,
1885,ミミッキュのきれはし,mimikyu-scrap,tm-materials,,
1886,ハギギシリのは,bruxish-tooth,tm-materials,,
1887,カムカメのツメ,chewtle-claw,tm-materials,,
1888,ホシガリスのけ,skwovet-fur,tm-materials,,
1889,サシカマスのウロコ,arrokuda-scales,tm-materials,,
1890,ココガラのはね,rookidee-feather,tm-materials,,
1891,エレズンのでんき,toxel-sparks,tm-materials,,
1892,タイレーツのあせ,falinks-sweat,tm-materials,,
1893,ゾウドウのさび,cufant-tarnish,tm-materials,,
1894,タンドンのせきたん,rolycoly-coal,tm-materials,,
1895,スナヘビのすな,silicobra-sand,tm-materials,,
1896,イエッサンのけ,indeedee-fur,tm-materials,,
1897,バチンウニのはり,pincurchin-spines,tm-materials,,
1898,ユキハミのいと,snom-thread,tm-materials,,
1899,ベロバーのけ,impidimp-hair,tm-materials,,
1900,カジッチュのかじゅう,applin-juice,tm-materials,,
1901,ヤバチャのかけら,sinistea-chip,tm-materials,,
1902,ミブリムのおとしもの,hatenna-dust,tm-materials,,
1903,イシヘンジンのいわ,stonjourner-stone,tm-materials,,
1904,コオリッポのうもう,eiscue-down,tm-materials,,
1905,ドラメシヤのこな,dreepy-powder,tm-materials,,
1906,グルトンのけ,lechonk-hair,tm-materials,,
1907,タマンチュラのいと,tarountula-thread,tm-materials,,
1908,マメバッタのツメ,nymble-claw,tm-materials,,
1909,シガロコのどろ,rellor-mud,tm-materials,,
1910,ボチのろう,greavard-wax,tm-materials,,
1911,ヒラヒナのうもう,flittle-down,tm-materials,,
1912,ウミディグダのすな,wiglett-sand,tm-materials,,
1913,ヘイラッシャのヒゲ,dondozo-whisker,tm-materials,,
1914,ミガルーサのきりみ,veluza-fillet,tm-materials,,
1915,ナミイルカのねんえき,finizen-mucus,tm-materials,,
1916,ミニーブのオイル,smoliv-oil,tm-materials,,
1917,カプサイジのたね,capsakid-seed,tm-materials,,
1918,ズピカのねんえき,tadbulb-mucus,tm-materials,,
1919,ブロロンのガス,varoom-fume,tm-materials,,
1920,ミミズズのさび,orthworm-tarnish,tm-materials,,
1921,ワッカネズミのけ,tandemaus-fur,tm-materials,,
1922,アルクジラのあぶら,cetoddle-grease,tm-materials,,
1923,セビエのウロコ,frigibax-scales,tm-materials,,
1924,シャリタツのウロコ,tatsugiri-scales,tm-materials,,
1925,モトトカゲのウロコ,cyclizar-scales,tm-materials,,
1926,パモのけ,pawmi-fur,tm-materials,,
1927,カイデンのはね,wattrel-feather,tm-materials,,
1928,オトシドリのはね,bombirdier-feather,tm-materials,,
1929,イキリンコのはね,squawkabilly-feather,tm-materials,,
1930,カラミンゴのうもう,flamigo-down,tm-materials,,
1931,ガケガニのハサミ,klawf-claw,tm-materials,,
1932,コジオのしお,nacli-salt,tm-materials,,
1933,キラーメのけっしょう,glimmet-crystal,tm-materials,,
1934,シルシュルーのインク,shroodle-ink,tm-materials,,
1935,パピモッチのけ,fidough-fur,tm-materials,,
1936,オラチフのキバ,maschiff-fang,tm-materials,,
1937,アノクサのえだ,bramblin-twig,tm-materials,,
1938,コレクレーのコイン,gimmighoul-coin,tm-materials,,
1939,カヌチャンのけ,tinkatink-hair,tm-materials,,
1940,カルボウのすす,charcadet-soot,tm-materials,,
1941,ノノクラゲのヒラヒラ,toedscool-flaps,tm-materials,,
1942,ウパーのねんえき,wooper-slime,tm-materials,,
1944,わざマシン101,tm101,all-machines,,
1945,わざマシン102,tm102,all-machines,,
1946,わざマシン103,tm103,all-machines,,
1947,わざマシン104,tm104,all-machines,,
1948,わざマシン105,tm105,all-machines,,
1949,わざマシン106,tm106,all-machines,,
1950,わざマシン107,tm107,all-machines,,
1951,わざマシン108,tm108,all-machines,,
1952,わざマシン109,tm109,all-machines,,
1953,わざマシン110,tm110,all-machines,,
1954,わざマシン111,tm111,all-machines,,
1955,わざマシン112,tm112,all-machines,,
1956,わざマシン113,tm113,all-machines,,
1957,わざマシン114,tm114,all-machines,,
1958,わざマシン115,tm115,all-machines,,
1959,わざマシン116,tm116,all-machines,,
1960,わざマシン117,tm117,all-machines,,
1961,わざマシン118,tm118,all-machines,,
1962,わざマシン119,tm119,all-machines,,
1963,わざマシン120,tm120,all-machines,,
1964,わざマシン121,tm121,all-machines,,
1965,わざマシン122,tm122,all-machines,,
1966,わざマシン123,tm123,all-machines,,
1967,わざマシン124,tm124,all-machines,,
1968,わざマシン125,tm125,all-machines,,
1969,わざマシン126,tm126,all-machines,,
1970,わざマシン127,tm127,all-machines,,
1971,わざマシン128,tm128,all-machines,,
1972,わざマシン129,tm129,all-machines,,
1973,わざマシン130,tm130,all-machines,,
1974,わざマシン131,tm131,all-machines,,
1975,わざマシン132,tm132,all-machines,,
1976,わざマシン133,tm133,all-machines,,
1977,わざマシン134,tm134,all-machines,,
1978,わざマシン135,tm135,all-machines,,
1979,わざマシン136,tm136,all-machines,,
1980,わざマシン137,tm137,all-machines,,
1981,わざマシン138,tm138,all-machines,,
1982,わざマシン139,tm139,all-machines,,
1983,わざマシン140,tm140,all-machines,,
1984,わざマシン141,tm141,all-machines,,
1985,わざマシン142,tm142,all-machines,,
1986,わざマシン143,tm143,all-machines,,
1987,わざマシン144,tm144,all-machines,,
1988,わざマシン145,tm145,all-machines,,
1989,わざマシン146,tm146,all-machines,,
1990,わざマシン147,tm147,all-machines,,
1991,わざマシン148,tm148,all-machines,,
1992,わざマシン149,tm149,all-machines,,
1993,わざマシン150,tm150,all-machines,,
1994,わざマシン151,tm151,all-machines,,
1995,わざマシン152,tm152,all-machines,,
1996,わざマシン153,tm153,all-machines,,
1997,わざマシン154,tm154,all-machines,,
1998,わざマシン155,tm155,all-machines,,
1999,わざマシン156,tm156,all-machines,,
2000,わざマシン157,tm157,all-machines,,
2001,わざマシン158,tm158,all-machines,,
2002,わざマシン159,tm159,all-machines,,
2003,わざマシン160,tm160,all-machines,,
2004,わざマシン161,tm161,all-machines,,
2005,わざマシン162,tm162,all-machines,,
2006,わざマシン163,tm163,all-machines,,
2007,わざマシン164,tm164,all-machines,,
2008,わざマシン165,tm165,all-machines,,
2009,わざマシン166,tm166,all-machines,,
2010,わざマシン167,tm167,all-machines,,
2011,わざマシン168,tm168,all-machines,,
2012,わざマシン169,tm169,all-machines,,
2013,わざマシン170,tm170,all-machines,,
2014,わざマシン171,tm171,all-machines,,
2015,ピクニックセット,picnic-set,picnic,,
2016,スクールボトル,academy-bottle,picnic,,
2018,みずたまボトル,polka-dot-bottle,picnic,,
2019,ストライプボトル,striped-bottle,picnic,,
2020,ダイヤボトル,diamond-bottle,picnic,,
2021,スクールカップ,academy-cup,picnic,,
2023,たてストライプカップ,striped-cup,picnic,,
2024,みずたまカップ,polka-dot-cup,picnic,,
2025,フラワーカップ,flower-pattern-cup,picnic,,
2026,スクールクロス,academy-tablecloth,picnic,,
2028,ファンシークロス,whimsical-tablecloth,picnic,,
2029,ネイチャークロス,leafy-tablecloth,picnic,,
2030,うらめしクロス,spooky-tablecloth,picnic,,
2031,スクールボール,academy-ball,picnic,,
2033,マリルボール,marill-ball,picnic,,
2034,けいとボール,yarn-ball,picnic,,
2035,ゲーミングボール,cyber-ball,picnic,,
2036,ゴールドピック,gold-pick,picnic,,
2037,シルバーピック,silver-pick,picnic,,
2038,あかいはたピック,red-flag-pick,picnic,,
2039,あおいはたピック,blue-flag-pick,picnic,,
2040,ピカピカピック,pika-pika-pick,picnic,,
2041,パチピカピック,winking-pika-pick,picnic,,
2042,ブイブイピック,vee-vee-pick,picnic,,
2043,ニコブイピック,smiling-vee-pick,picnic,,
2044,あおボールピック,blue-poke-ball-pick,picnic,,
2045,イワイノヨロイ,auspicious-armor,picnic,,
2046,かしらのしるし,leaders-crest,picnic,,
2047,ピンクボトル,pink-bottle,picnic,,
2048,ブルーボトル,blue-bottle,picnic,,
2049,イエローボトル,yellow-bottle,picnic,,
2050,Rステンレスボトル,steel-bottle-r,picnic,,
2051,Yステンレスボトル,steel-bottle-y,picnic,,
2052,Bステンレスボトル,steel-bottle-b,picnic,,
2053,シルバーチタンボトル,silver-bottle,picnic,,
2054,よこストライプカップ,barred-cup,picnic,,
2055,ダイヤカップ,diamond-pattern-cup,picnic,,
2056,ファイヤーカップ,fire-pattern-cup,picnic,,
2057,ピンクカップ,pink-cup,picnic,,
2058,ブルーカップ,blue-cup,picnic,,
2059,イエローカップ,yellow-cup,picnic,,
2060,ピカチュウカップ,pikachu-cup,picnic,,
2061,イーブイカップ,eevee-cup,picnic,,
2062,ヤドンカップ,slowpoke-cup,picnic,,
2063,シルバーチタンカップ,silver-cup,picnic,,
2064,バランスボール,exercise-ball,picnic,,
2065,きいろチェッククロス,plaid-tablecloth-y,picnic,,
2066,あおチェッククロス,plaid-tablecloth-b,picnic,,
2067,あかチェッククロス,plaid-tablecloth-r,picnic,,
2068,くさむらモノクロス,bw-grass-tablecloth,picnic,,
2069,しょうぶクロス,battle-tablecloth,picnic,,
2070,かいじゅうクロス,monstrous-tablecloth,picnic,,
2071,ストライプクロス,striped-tablecloth,picnic,,
2072,ダイヤクロス,diamond-tablecloth,picnic,,
2073,みずたまクロス,polka-dot-tablecloth,picnic,,
2074,パープルクロス,lilac-tablecloth,picnic,,
2075,ミントクロス,mint-tablecloth,picnic,,
2076,ベージュクロス,peach-tablecloth,picnic,,
2077,イエロークロス,yellow-tablecloth,picnic,,
2078,ブルークロス,blue-tablecloth,picnic,,
2079,ピンククロス,pink-tablecloth,picnic,,
2080,ゴールドチタンボトル,gold-bottle,picnic,,
2081,ブロンズチタンボトル,bronze-bottle,picnic,,
2082,ゴールドチタンカップ,gold-cup,picnic,,
2083,ブロンズチタンカップ,bronze-cup,picnic,,
2084,みどりボールピック,green-poke-ball-pick,picnic,,
2085,あかボールピック,red-poke-ball-pick,picnic,,
2086,おいわいはなびピック,party-sparkler-pick,picnic,,
2087,ゆうしゃのけんピック,heroic-sword-pick,picnic,,
2088,マジカルスターピック,magical-star-pick,picnic,,
2089,マジカルハートピック,magical-heart-pick,picnic,,
2090,パラソルピック,parasol-pick,picnic,,
2091,あおぞらおはなピック,blue-sky-flower-pick,picnic,,
2092,ゆうやけおはなピック,sunset-flower-pick,picnic,,
2093,あさやけおはなピック,sunrise-flower-pick,picnic,,
2094,ブループレート,blue-dish,picnic,,
2095,グリーンプレート,green-dish,picnic,,
2096,オレンジプレート,orange-dish,picnic,,
2097,レッドプレート,red-dish,picnic,,
2098,ホワイトプレート,white-dish,picnic,,
2099,イエロープレート,yellow-dish,picnic,,
2100,ロトりぼう,roto-stick,gameplay,,
2101,おしゃれカードみどり,teal-style-card,gameplay,,
2102,みどりのめん,teal-mask,event-items,,
2103,きらめくおまもり,glimmering-charm,gameplay,,
2104,けっしょうのかけら,crystal-cluster,event-items,,
2105,ようせいのハネ,fairy-feather,held-items,,
2106,いどのめん,wellspring-mask,held-items,,
2107,かまどのめん,hearthflame-mask,held-items,,
2108,いしずえのめん,cornerstone-mask,held-items,,
2109,みついりりんご,syrupy-apple,evolution,,
2110,ボンサクのちゃわん,unremarkable-teacup,evolution,,
2111,ケッサクのちゃわん,masterpiece-teacup,evolution,,
2112,たいりょくのもち,health-mochi,vitamins,,
2113,きんりょくのもち,muscle-mochi,vitamins,,
2114,ていこうのもち,resist-mochi,vitamins,,
2115,ちりょくのもち,genius-mochi,vitamins,,
2116,せいしんのもち,clever-mochi,vitamins,,
2117,しゅんぱつのもち,swift-mochi,vitamins,,
2118,まっさらもち,fresh-start-mochi,vitamins,,
2119,アーボのきば,ekans-fang,tm-materials,,
2120,サンドのツメ,sandshrew-claw,tm-materials,,
2121,ピィのけ,cleffa-fur,tm-materials,,
2122,ロコンのけ,vulpix-fur,tm-materials,,
2123,ニョロモのめんえき,poliwag-slime,tm-materials,,
2124,マダツボミのツル,bellsprout-vine,tm-materials,,
2125,イシツブテのかけら,geodude-fragment,tm-materials,,
2126,ドガースのガス,koffing-gas,tm-materials,,
2127,ゴンベのキバ,munchlax-fang,tm-materials,,
2128,オタチのけ,sentret-fur,tm-materials,,
2129,ホーホーのはね,hoothoot-feather,tm-materials,,
2130,イトマルのいと,spinarak-thread,tm-materials,,
2131,エイパムのけ,aipom-hair,tm-materials,,
2132,ヤンヤンマのトゲ,yanma-spike,tm-materials,,
2133,グライガーのキバ,gligar-fang,tm-materials,,
2134,マグマッグのようがん,slugma-lava,tm-materials,,
2135,ウリムーのけ,swinub-hair,tm-materials,,
2136,ポチエナのキバ,poochyena-fang,tm-materials,,
2137,ハスボーのはっぱ,lotad-leaf,tm-materials,,
2138,タネボーのえだ,seedot-stem,tm-materials,,
2139,ノズパスのかけら,nosepass-fragment,tm-materials,,
2140,バルビートのしる,volbeat-fluid,tm-materials,,
2141,イルミーゼのしる,illumise-fluid,tm-materials,,
2142,ヘイガニのから,corphish-shell,tm-materials,,
2143,ヒンバスのうろこ,feebas-scales,tm-materials,,
2144,ヨマワルのかけら,duskull-fragment,tm-materials,,
2145,リーシャンのかけら,chingling-fragment,tm-materials,,
2146,ドッコラーのあせ,timburr-sweat,tm-materials,,
2147,クルミルのはっぱ,sewaddle-leaf,tm-materials,,
2148,コアルヒーのはね,ducklett-feather,tm-materials,,
2149,ヒトモシのすす,litwick-soot,tm-materials,,
2150,コジョフーのツメ,mienfoo-claw,tm-materials,,
2151,バルチャイのはね,vullaby-feather,tm-materials,,
2152,メレシーのほうせき,carbink-jewel,tm-materials,,
2153,ボクレーのえだ,phantump-twig,tm-materials,,
2154,アゴジムシのいと,grubbin-thread,tm-materials,,
2155,アブリーのこな,cutiefly-powder,tm-materials,,
2156,ジャラコのウロコ,jangmo-o-scales,tm-materials,,
2157,ウッウのうもう,cramorant-down,tm-materials,,
2158,モルペコのたね,morpeko-snack,tm-materials,,
2159,チャデスのこな,poltchageist-powder,tm-materials,,
2160, つながりのヒモ,linking-cord,evolution,,Allows a Pokemon whose evolution is usually triggered by trading to evolve
2161,わざマシン172,tm172,all-machines,,
2162,わざマシン173,tm173,all-machines,,
2163,わざマシン174,tm174,all-machines,,
2164,わざマシン175,tm175,all-machines,,
2165,わざマシン176,tm176,all-machines,,
2166,わざマシン177,tm177,all-machines,,
2167,わざマシン178,tm178,all-machines,,
2168,わざマシン179,tm179,all-machines,,
2169,わざマシン180,tm180,all-machines,,
2170,わざマシン181,tm181,all-machines,,
2171,わざマシン182,tm182,all-machines,,
2172,わざマシン183,tm183,all-machines,,
2173,わざマシン184,tm184,all-machines,,
2174,わざマシン185,tm185,all-machines,,
2175,わざマシン186,tm186,all-machines,,
2176,わざマシン187,tm187,all-machines,,
2177,わざマシン188,tm188,all-machines,,
2178,わざマシン189,tm189,all-machines,,
2179,わざマシン190,tm190,all-machines,,
2180,わざマシン191,tm191,all-machines,,
2181,わざマシン192,tm192,all-machines,,
2182,わざマシン193,tm193,all-machines,,
2183,わざマシン194,tm194,all-machines,,
2184,わざマシン195,tm195,all-machines,,
2185,わざマシン196,tm196,all-machines,,
2186,わざマシン197,tm197,all-machines,,
2187,わざマシン198,tm198,all-machines,,
2188,わざマシン199,tm199,all-machines,,
2189,わざマシン200,tm200,all-machines,,
2190,わざマシン201,tm201,all-machines,,
2191,わざマシン202,tm202,all-machines,,
2192,わざマシン203,tm203,all-machines,,
2193,わざマシン204,tm204,all-machines,,
2194,わざマシン205,tm205,all-machines,,
2195,わざマシン206,tm206,all-machines,,
2196,わざマシン207,tm207,all-machines,,
2197,わざマシン208,tm208,all-machines,,
2198,わざマシン209,tm209,all-machines,,
2199,わざマシン210,tm210,all-machines,,
2200,わざマシン211,tm211,all-machines,,
2201,わざマシン212,tm212,all-machines,,
2202,わざマシン213,tm213,all-machines,,
2203,わざマシン214,tm214,all-machines,,
2204,わざマシン215,tm215,all-machines,,
2205,わざマシン216,tm216,all-machines,,
2206,わざマシン217,tm217,all-machines,,
2207,わざマシン218,tm218,all-machines,,
2208,わざマシン219,tm219,all-machines,,
2209,わざマシン220,tm220,all-machines,,
2210,わざマシン221,tm221,all-machines,,
2211,わざマシン222,tm222,all-machines,,
2212,わざマシン223,tm223,all-machines,,
2213,わざマシン224,tm224,all-machines,,
2214,わざマシン225,tm225,all-machines,,
2215,わざマシン226,tm226,all-machines,,
2216,わざマシン227,tm227,all-machines,,
2217,わざマシン228,tm228,all-machines,,
2218,わざマシン229,tm229,all-machines,,
2219,,lastrange-ball,standard-balls,,
2220,,lapoke-ball,standard-balls,,
2221,,lagreat-ball,standard-balls,,
2222,,laultra-ball,standard-balls,,
2223,,laheavy-ball,standard-balls,,
2224,,laleaden-ball,standard-balls,,
2225,,lagigaton-ball,standard-balls,,
2226,,lafeather-ball,standard-balls,,
2227,,lawing-ball,standard-balls,,
2228,,lajet-ball,standard-balls,,
2229,,laorigin-ball,standard-balls,,
2230,,black-augurite,evolution,,
2231,,peat-block,evolution,,
2232,,metal-alloy,evolution,,
