id,name_ja,name_en,dex_no,generation,type1_ja,type2_ja,hp,attack,defense,sp_attack,sp_defense,speed,base_total,ability1_ja,ability2_ja,hidden_ability_ja,height_m,weight_kg,is_legendary,is_mythical
540,クルミル,sewaddle,540,第五世代,むし,くさ,45,53,70,40,60,42,310,むしのしらせ,ようりょくそ,ぼうじん,0.3,2.5,False,False
541,クルマユ,swadloon,541,第五世代,むし,くさ,55,63,90,50,80,42,380,リーフガード,ようりょくそ,ぼうじん,0.5,7.3,False,False
542,ハハコモリ,leavanny,542,第五世代,むし,くさ,75,103,80,70,80,92,500,むしのしらせ,ようりょくそ,ぼうじん,1.2,20.5,False,False
543,フシデ,venipede,543,第五世代,むし,どく,30,45,59,30,39,57,260,どくのトゲ,むしのしらせ,かそく,0.4,5.3,False,False
544,ホイーガ,whirlipede,544,第五世代,むし,どく,40,55,99,40,79,47,360,どくのトゲ,むしのしらせ,かそく,1.2,58.5,False,False
545,ペンドラー,scolipede,545,第五世代,むし,どく,60,100,89,55,69,112,485,どくのトゲ,むしのしらせ,かそく,2.5,200.5,False,False
546,モンメン,cottonee,546,第五世代,くさ,フェアリー,40,27,60,37,50,66,280,いたずらごころ,すりぬけ,ようりょくそ,0.3,0.6,False,False
547,エルフーン,whimsicott,547,第五世代,くさ,フェアリー,60,67,85,77,75,116,480,いたずらごころ,すりぬけ,ようりょくそ,0.7,6.6,False,False
548,チュリネ,petilil,548,第五世代,くさ,,45,35,50,70,50,30,280,ようりょくそ,マイペース,リーフガード,0.5,6.6,False,False
549,ドレディア,lilligant,549,第五世代,くさ,,70,60,75,110,75,90,480,ようりょくそ,マイペース,リーフガード,1.1,16.3,False,False
550,バスラオ,basculin-red-striped,550,第五世代,みず,,70,92,65,80,55,98,460,すてみ,てきおうりょく,かたやぶり,1.0,18.0,False,False
551,メグロコ,sandile,551,第五世代,じめん,あく,50,72,35,35,35,65,292,いかく,じしんかじょう,いかりのつぼ,0.7,15.2,False,False
552,ワルビル,krokorok,552,第五世代,じめん,あく,60,82,45,45,45,74,351,いかく,じしんかじょう,いかりのつぼ,1.0,33.4,False,False
553,ワルビアル,krookodile,553,第五世代,じめん,あく,95,117,80,65,70,92,519,いかく,じしんかじょう,いかりのつぼ,1.5,96.3,False,False
554,ダルマッカ,darumaka,554,第五世代,ほのお,,70,90,45,15,45,50,315,はりきり,,せいしんりょく,0.6,37.5,False,False
555,ヒヒダルマ,darmanitan-standard,555,第五世代,ほのお,,105,140,55,30,55,95,480,ちからずく,,ダルマモード,1.3,92.9,False,False
556,マラカッチ,maractus,556,第五世代,くさ,,75,86,67,106,67,60,461,ちょすい,ようりょくそ,よびみず,1.0,28.0,False,False
557,イシズマイ,dwebble,557,第五世代,むし,いわ,50,65,85,35,35,55,325,がんじょう,シェルアーマー,くだけるよろい,0.3,14.5,False,False
558,イワパレス,crustle,558,第五世代,むし,いわ,70,105,125,65,75,45,485,がんじょう,シェルアーマー,くだけるよろい,1.4,200.0,False,False
559,ズルッグ,scraggy,559,第五世代,あく,かくとう,50,75,70,35,70,48,348,だっぴ,じしんかじょう,いかく,0.6,11.8,False,False
560,ズルズキン,scrafty,560,第五世代,あく,かくとう,65,90,115,45,115,58,488,だっぴ,じしんかじょう,いかく,1.1,30.0,False,False
561,シンボラー,sigilyph,561,第五世代,エスパー,ひこう,72,58,80,103,80,97,490,ミラクルスキン,マジックガード,いろめがね,1.4,14.0,False,False
562,デスマス,yamask,562,第五世代,ゴースト,,38,30,85,55,65,30,303,ミイラ,,,0.5,1.5,False,False
563,デスカーン,cofagrigus,563,第五世代,ゴースト,,58,50,145,95,105,30,483,ミイラ,,,1.7,76.5,False,False
564,プロトーガ,tirtouga,564,第五世代,みず,いわ,54,78,103,53,45,22,355,ハードロック,がんじょう,すいすい,0.7,16.5,False,False
565,アバゴーラ,carracosta,565,第五世代,みず,いわ,74,108,133,83,65,32,495,ハードロック,がんじょう,すいすい,1.2,81.0,False,False
566,アーケン,archen,566,第五世代,いわ,ひこう,55,112,45,74,45,70,401,よわき,,,0.5,9.5,False,False
567,アーケオス,archeops,567,第五世代,いわ,ひこう,75,140,65,112,65,110,567,よわき,,,1.4,32.0,False,False
568,ヤブクロン,trubbish,568,第五世代,どく,,50,50,62,40,62,65,329,あくしゅう,ねんちゃく,ゆうばく,0.6,31.0,False,False
569,ダストダス,garbodor,569,第五世代,どく,,80,95,82,60,82,75,474,あくしゅう,くだけるよろい,ゆうばく,1.9,107.3,False,False
570,ゾロア,zorua,570,第五世代,あく,,40,65,40,80,40,65,330,イリュージョン,,,0.7,12.5,False,False
571,ゾロアーク,zoroark,571,第五世代,あく,,60,105,60,120,60,105,510,イリュージョン,,,1.6,81.1,False,False
572,チラーミィ,minccino,572,第五世代,ノーマル,,55,50,40,40,40,75,300,メロメロボディ,テクニシャン,スキルリンク,0.4,5.8,False,False
573,チラチーノ,cinccino,573,第五世代,ノーマル,,75,95,60,65,60,115,470,メロメロボディ,テクニシャン,スキルリンク,0.5,7.5,False,False
574,ゴチム,gothita,574,第五世代,エスパー,,45,30,50,55,65,45,290,おみとおし,かちき,かげふみ,0.4,5.8,False,False
575,ゴチミル,gothorita,575,第五世代,エスパー,,60,45,70,75,85,55,390,おみとおし,かちき,かげふみ,0.7,18.0,False,False
576,ゴチルゼル,gothitelle,576,第五世代,エスパー,,70,55,95,95,110,65,490,おみとおし,かちき,かげふみ,1.5,44.0,False,False
577,ユニラン,solosis,577,第五世代,エスパー,,45,30,40,105,50,20,290,ぼうじん,マジックガード,さいせいりょく,0.3,1.0,False,False
578,ダブラン,duosion,578,第五世代,エスパー,,65,40,50,125,60,30,370,ぼうじん,マジックガード,さいせいりょく,0.6,8.0,False,False
579,ランクルス,reuniclus,579,第五世代,エスパー,,110,65,75,125,85,30,490,ぼうじん,マジックガード,さいせいりょく,1.0,20.1,False,False
580,コアルヒー,ducklett,580,第五世代,みず,ひこう,62,44,50,44,50,55,305,するどいめ,はとむね,うるおいボディ,0.5,5.5,False,False
581,スワンナ,swanna,581,第五世代,みず,ひこう,75,87,63,87,63,98,473,するどいめ,はとむね,うるおいボディ,1.3,24.2,False,False
582,バニプッチ,vanillite,582,第五世代,こおり,,36,50,50,65,60,44,305,アイスボディ,ゆきがくれ,くだけるよろい,0.4,5.7,False,False
583,バニリッチ,vanillish,583,第五世代,こおり,,51,65,65,80,75,59,395,アイスボディ,ゆきがくれ,くだけるよろい,1.1,41.0,False,False
584,バイバニラ,vanilluxe,584,第五世代,こおり,,71,95,85,110,95,79,535,アイスボディ,ゆきふらし,くだけるよろい,1.3,57.5,False,False
585,シキジカ,deerling,585,第五世代,ノーマル,くさ,60,60,50,40,50,75,335,ようりょくそ,そうしょく,てんのめぐみ,0.6,19.5,False,False
586,メブキジカ,sawsbuck,586,第五世代,ノーマル,くさ,80,100,70,60,70,95,475,ようりょくそ,そうしょく,てんのめぐみ,1.9,92.5,False,False
587,エモンガ,emolga,587,第五世代,でんき,ひこう,55,75,60,75,60,103,428,せいでんき,,でんきエンジン,0.4,5.0,False,False
588,カブルモ,karrablast,588,第五世代,むし,,50,75,45,40,45,60,315,むしのしらせ,だっぴ,ノーガード,0.5,5.9,False,False
589,シュバルゴ,escavalier,589,第五世代,むし,はがね,70,135,105,60,105,20,495,むしのしらせ,シェルアーマー,ぼうじん,1.0,33.0,False,False
590,タマゲタケ,foongus,590,第五世代,くさ,どく,69,55,45,55,55,15,294,ほうし,,さいせいりょく,0.2,1.0,False,False
591,モロバレル,amoonguss,591,第五世代,くさ,どく,114,85,70,85,80,30,464,ほうし,,さいせいりょく,0.6,10.5,False,False
592,プルリル,frillish-male,592,第五世代,みず,ゴースト,55,40,50,65,85,40,335,ちょすい,のろわれボディ,しめりけ,1.2,33.0,False,False
593,ブルンゲル,jellicent-male,593,第五世代,みず,ゴースト,100,60,70,85,105,60,480,ちょすい,のろわれボディ,しめりけ,2.2,135.0,False,False
594,ママンボウ,alomomola,594,第五世代,みず,,165,75,80,40,45,65,470,いやしのこころ,うるおいボディ,さいせいりょく,1.2,31.6,False,False
595,バチュル,joltik,595,第五世代,むし,でんき,50,47,50,57,50,65,319,ふくがん,きんちょうかん,むしのしらせ,0.1,0.6,False,False
596,デンチュラ,galvantula,596,第五世代,むし,でんき,70,77,60,97,60,108,472,ふくがん,きんちょうかん,むしのしらせ,0.8,14.3,False,False
597,テッシード,ferroseed,597,第五世代,くさ,はがね,44,50,91,24,86,10,305,てつのトゲ,,,0.6,18.8,False,False
598,ナットレイ,ferrothorn,598,第五世代,くさ,はがね,74,94,131,54,116,20,489,てつのトゲ,,きけんよち,1.0,110.0,False,False
599,ギアル,klink,599,第五世代,はがね,,40,55,70,45,60,30,300,プラス,マイナス,クリアボディ,0.3,21.0,False,False
600,ギギアル,klang,600,第五世代,はがね,,60,80,95,70,85,50,440,プラス,マイナス,クリアボディ,0.6,51.0,False,False
601,ギギギアル,klinklang,601,第五世代,はがね,,60,100,115,70,85,90,520,プラス,マイナス,クリアボディ,0.6,81.0,False,False
602,シビシラス,tynamo,602,第五世代,でんき,,35,55,40,45,40,60,275,ふゆう,,,0.2,0.3,False,False
603,シビビール,eelektrik,603,第五世代,でんき,,65,85,70,75,70,40,405,ふゆう,,,1.2,22.0,False,False
604,シビルドン,eelektross,604,第五世代,でんき,,85,115,80,105,80,50,515,ふゆう,,,2.1,80.5,False,False
605,リグレー,elgyem,605,第五世代,エスパー,,55,55,55,85,55,30,335,テレパシー,シンクロ,アナライズ,0.5,9.0,False,False
606,オーベム,beheeyem,606,第五世代,エスパー,,75,75,75,125,95,40,485,テレパシー,シンクロ,アナライズ,1.0,34.5,False,False
607,ヒトモシ,litwick,607,第五世代,ゴースト,ほのお,50,30,55,65,55,20,275,もらいび,ほのおのからだ,すりぬけ,0.3,3.1,False,False
608,ランプラー,lampent,608,第五世代,ゴースト,ほのお,60,40,60,95,60,55,370,もらいび,ほのおのからだ,すりぬけ,0.6,13.0,False,False
609,シャンデラ,chandelure,609,第五世代,ゴースト,ほのお,60,55,90,145,90,80,520,もらいび,ほのおのからだ,すりぬけ,1.0,34.3,False,False
610,キバゴ,axew,610,第五世代,ドラゴン,,46,87,60,30,40,57,320,とうそうしん,かたやぶり,きんちょうかん,0.6,18.0,False,False
611,オノンド,fraxure,611,第五世代,ドラゴン,,66,117,70,40,50,67,410,とうそうしん,かたやぶり,きんちょうかん,1.0,36.0,False,False
612,オノノクス,haxorus,612,第五世代,ドラゴン,,76,147,90,60,70,97,540,とうそうしん,かたやぶり,きんちょうかん,1.8,105.5,False,False
613,クマシュン,cubchoo,613,第五世代,こおり,,55,70,40,60,40,40,305,ゆきがくれ,ゆきかき,びびり,0.5,8.5,False,False
614,ツンベアー,beartic,614,第五世代,こおり,,95,130,80,70,80,50,505,ゆきがくれ,ゆきかき,すいすい,2.6,260.0,False,False
615,フリージオ,cryogonal,615,第五世代,こおり,,80,50,50,95,135,105,515,ふゆう,,,1.1,148.0,False,False
616,チョボマキ,shelmet,616,第五世代,むし,,50,40,85,40,65,25,305,うるおいボディ,シェルアーマー,ぼうじん,0.4,7.7,False,False
617,アギルダー,accelgor,617,第五世代,むし,,80,70,40,100,60,145,495,うるおいボディ,ねんちゃく,かるわざ,0.8,25.3,False,False
618,マッギョ,stunfisk,618,第五世代,じめん,でんき,109,66,84,81,99,32,471,せいでんき,じゅうなん,すながくれ,0.7,11.0,False,False
619,コジョフー,mienfoo,619,第五世代,かくとう,,45,85,50,55,50,65,350,せいしんりょく,さいせいりょく,すてみ,0.9,20.0,False,False
620,コジョンド,mienshao,620,第五世代,かくとう,,65,125,60,95,60,105,510,せいしんりょく,さいせいりょく,すてみ,1.4,35.5,False,False
621,クリムガン,druddigon,621,第五世代,ドラゴン,,77,120,90,60,90,48,485,さめはだ,ちからずく,かたやぶり,1.6,139.0,False,False
622,ゴビット,golett,622,第五世代,じめん,ゴースト,59,74,50,35,50,35,303,てつのこぶし,ぶきよう,ノーガード,1.0,92.0,False,False
623,ゴルーグ,golurk,623,第五世代,じめん,ゴースト,89,124,80,55,80,55,483,てつのこぶし,ぶきよう,ノーガード,2.8,330.0,False,False
624,コマタナ,pawniard,624,第五世代,あく,はがね,45,85,70,40,40,60,340,まけんき,せいしんりょく,プレッシャー,0.5,10.2,False,False
625,キリキザン,bisharp,625,第五世代,あく,はがね,65,125,100,60,70,70,490,まけんき,せいしんりょく,プレッシャー,1.6,70.0,False,False
626,バッフロン,bouffalant,626,第五世代,ノーマル,,95,110,95,40,95,55,490,すてみ,そうしょく,ぼうおん,1.6,94.6,False,False
627,ワシボン,rufflet,627,第五世代,ノーマル,ひこう,70,83,50,37,50,60,350,するどいめ,ちからずく,はりきり,0.5,10.5,False,False
628,ウォーグル,braviary,628,第五世代,ノーマル,ひこう,100,123,75,57,75,80,510,するどいめ,ちからずく,まけんき,1.5,41.0,False,False
629,バルチャイ,vullaby,629,第五世代,あく,ひこう,70,55,75,45,65,60,370,はとむね,ぼうじん,くだけるよろい,0.5,9.0,False,False
630,バルジーナ,mandibuzz,630,第五世代,あく,ひこう,110,65,105,55,95,80,510,はとむね,ぼうじん,くだけるよろい,1.2,39.5,False,False
631,クイタラン,heatmor,631,第五世代,ほのお,,85,97,66,105,66,65,484,くいしんぼう,もらいび,しろいけむり,1.4,58.0,False,False
632,アイアント,durant,632,第五世代,むし,はがね,58,109,112,48,48,109,484,むしのしらせ,はりきり,なまけ,0.3,33.0,False,False
633,モノズ,deino,633,第五世代,あく,ドラゴン,52,65,50,45,50,38,300,はりきり,,,0.8,17.3,False,False
634,ジヘッド,zweilous,634,第五世代,あく,ドラゴン,72,85,70,65,70,58,420,はりきり,,,1.4,50.0,False,False
635,サザンドラ,hydreigon,635,第五世代,あく,ドラゴン,92,105,90,125,90,98,600,ふゆう,,,1.8,160.0,False,False
636,メラルバ,larvesta,636,第五世代,むし,ほのお,55,85,55,50,55,60,360,ほのおのからだ,,むしのしらせ,1.1,28.8,False,False
637,ウルガモス,volcarona,637,第五世代,むし,ほのお,85,60,65,135,105,100,550,ほのおのからだ,,むしのしらせ,1.6,46.0,False,False
638,コバルオン,cobalion,638,第五世代,はがね,かくとう,91,90,129,90,72,108,580,せいぎのこころ,,,2.1,250.0,True,False
639,テラキオン,terrakion,639,第五世代,いわ,かくとう,91,129,90,72,90,108,580,せいぎのこころ,,,1.9,260.0,True,False
640,ビリジオン,virizion,640,第五世代,くさ,かくとう,91,90,72,90,129,108,580,せいぎのこころ,,,2.0,200.0,True,False
641,トルネロス,tornadus-incarnate,641,第五世代,ひこう,,79,115,70,125,80,111,580,いたずらごころ,,まけんき,1.5,63.0,True,False
642,ボルトロス,thundurus-incarnate,642,第五世代,でんき,ひこう,79,115,70,125,80,111,580,いたずらごころ,,まけんき,1.5,61.0,True,False
643,レシラム,reshiram,643,第五世代,ドラゴン,ほのお,100,120,100,150,120,90,680,ターボブレイズ,,,3.2,330.0,True,False
644,ゼクロム,zekrom,644,第五世代,ドラゴン,でんき,100,150,120,120,100,90,680,テラボルテージ,,,2.9,345.0,True,False
645,ランドロス,landorus-incarnate,645,第五世代,じめん,ひこう,89,125,90,115,80,101,600,すなのちから,,ちからずく,1.5,68.0,True,False
646,キュレム,kyurem,646,第五世代,ドラゴン,こおり,125,130,90,130,90,95,660,プレッシャー,,,3.0,325.0,True,False
647,ケルディオ,keldeo-ordinary,647,第五世代,みず,かくとう,91,72,90,129,90,108,580,せいぎのこころ,,,1.4,48.5,False,True
648,メロエッタ,meloetta-aria,648,第五世代,ノーマル,エスパー,100,77,77,128,128,90,600,てんのめぐみ,,,0.6,6.5,False,True
649,ゲノセクト,genesect,649,第五世代,むし,はがね,71,120,95,120,95,99,600,ダウンロード,,,1.5,82.5,False,True
650,ハリマロン,chespin,650,第六世代,くさ,,56,61,65,48,45,38,313,しんりょく,,ぼうだん,0.4,9.0,False,False
